doc_id,doc_url,doc_url_serverless,previous_version_doc_url,description
connector-update-api-key-id,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-connector-update-api-key-id,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-connector-update-api-key-id,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/update-connector-api-key-id-api.html,About updating the connector API
connector-update-error,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-connector-update-error,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-connector-update-error,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/update-connector-error-api.html,About updating the connector
connector-update-filtering,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-connector-update-filtering,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-connector-update-filtering,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/update-connector-filtering-api.html,About updating the connector
connector-update-filtering-validation,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-connector-update-filtering-validation,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-connector-update-filtering-validation,,About updating the connector
connector-update-index-name,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-connector-update-index-name,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-connector-update-index-name,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/update-connector-index-name-api.html,About updating the connector
connector-update-name,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-connector-update-name,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-connector-update-name,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/update-connector-name-description-api.html,About updating the connector name
connector-update-native,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-connector-update-native,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-connector-update-native,,About updating the connector
connector-update-pipeline,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-connector-update-pipeline,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-connector-update-pipeline,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/update-connector-pipeline-api.html,About updating the connector
connector-update-scheduling,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-connector-update-scheduling,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-connector-update-scheduling,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/update-connector-scheduling-api.html,About updating the connector
connector-update-service-type,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-connector-update-service-type,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-connector-update-service-type,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/update-connector-service-type-api.html,About updating the connector
connector-update-status,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-connector-update-status,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-connector-update-status,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/update-connector-status-api.html,About updating the connector
convert-processor,https://www.elastic.co/docs/reference/enrich-processor/convert-processor,[use-doc-url],,More about the convert processor
create_index_from_source_index,https://www.elastic.co/docs/reference/elasticsearch/rest-apis/create-index-from-source,[use-doc-url],,About creating an index from a
cron-expressions,https://www.elastic.co/docs/reference/elasticsearch/rest-apis/api-conventions#api-cron-expressions,[use-doc-url],,About Elasticsearch API
csv-processor,https://www.elastic.co/docs/reference/enrich-processor/csv-processor,[use-doc-url],,More about the CSV processor
dangling-index-delete,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-dangling-indices-delete-dangling-index,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/dangling-index-delete.html,About deleting a dangling index
dangling-index-import,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-dangling-indices-import-dangling-index,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/dangling-index-import.html,About importing a dangling index
dangling-indices-list,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-dangling-indices-list-dangling-indices,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/dangling-indices-list.html,More about the dangling indices
data-processor,https://www.elastic.co/docs/reference/enrich-processor/date-processor,[use-doc-url],,More about the date processor
data-stream-delete,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-delete-data-stream,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-indices-delete-data-stream,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-delete-data-stream.html,More about deleting data streams
data-stream-delete-lifecycle,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-delete-data-lifecycle,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/data-streams-delete-lifecycle.html,About deleting data stream
data-stream-delete-options,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-delete-data-stream-options,,,About deleting data stream
data-stream-explain-lifecycle,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-explain-data-lifecycle,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-indices-explain-data-lifecycle,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/data-streams-explain-lifecycle.html,About the status for a data
data-stream-get,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-get-data-stream,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-indices-get-data-stream,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-get-data-stream.html,Learn more about data streams
data-stream-get-options,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-get-data-stream-options,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-indices-get-data-stream-options,,More about data stream options
data-stream-get-lifecycle,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-get-data-lifecycle,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-indices-get-data-lifecycle,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/data-streams-get-lifecycle.html,More about data stream lifecycles
data-stream-lifecycle,https://www.elastic.co/docs/manage-data/lifecycle/data-stream,[use-doc-url],,About data stream lifecycle in
data-stream-lifecycle-stats,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-get-data-lifecycle-stats,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/data-streams-get-lifecycle-stats.html,About data stream lifecycle stats
data-stream-migrate,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-migrate-to-data-stream,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-indices-migrate-to-data-stream,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-migrate-to-data-stream.html,About convert an index alias to a
data-stream-promote,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-promote-data-stream,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/promote-data-stream-api.html,About promoting a data stream
data-stream-put-lifecycle,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-put-data-lifecycle,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-indices-put-data-lifecycle,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/data-streams-put-lifecycle.html,About updating data stream
data-stream-stats-api,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-data-streams-stats-1,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/data-stream-stats-api.html,More about data stream stats
data-stream-update,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-modify-data-stream,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-indices-modify-data-stream,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/modify-data-streams-api.html,More about updating data streams
data-stream-update-options,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-put-data-stream-options,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-indices-put-data-stream-options,,About updating data stream
data-streams,https://www.elastic.co/docs/manage-data/data-store/data-streams,[use-doc-url],,Learn more about data streams
date-index-name-processor,https://www.elastic.co/docs/reference/enrich-processor/date-index-name-processor,[use-doc-url],,About the date index name
dcg,https://www.elastic.co/docs/reference/elasticsearch/rest-apis/search-rank-eval#_discounted_cumulative_gain_dcg,[use-doc-url],,More about ranking evaluation
deepseek-api-keys,https://api-docs.deepseek.com/,[use-doc-url],,Learn more about DeepSeek API
defining-roles,https://www.elastic.co/docs/deploy-manage/users-roles/cluster-or-deployment-auth/defining-roles,[use-doc-url],,More about defining roles
delete-analytics-collection,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-search-application-delete-behavioral-analytics,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-search-application-delete-behavioral-analytics,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/delete-analytics-collection.html,About deleting a behavioral
delete-async-sql-search-api,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-sql-delete-async,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-sql-delete-async,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/delete-async-sql-search-api.html,About deleting an async SQL
delete-enrich-policy-api,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-enrich-delete-policy,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-enrich-delete-policy,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/delete-enrich-policy-api.html,About deleting an enrich policy
delete-license,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-license-delete,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/delete-license.html,More about deleting a license
delete-pipeline-api,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ingest-delete-pipeline,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-ingest-delete-pipeline,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/delete-pipeline-api.html,More about deleting pipelines
delete-synonym-rule,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-synonyms-delete-synonym-rule,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-synonyms-delete-synonym-rule,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/delete-synonym-rule.html,About deleting a synonym rule
delete-synonyms-set,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-synonyms-delete-synonym,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-synonyms-delete-synonym,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/delete-synonyms-set.html,More about deleting a synonym set
delete-trained-models-aliases,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ml-delete-trained-model-alias,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-ml-delete-trained-model-alias,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/delete-trained-models-aliases.html,About deleting a trained model
delete-trained-models,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ml-delete-trained-model,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-ml-delete-trained-model,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/delete-trained-models.html,About deleting an unreferenced
delete-transform,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-transform-delete-transform,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-transform-delete-transform,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/delete-transform.html,More about deleting a transform
dissect-processor,https://www.elastic.co/docs/reference/enrich-processor/dissect-processor,[use-doc-url],,More about the dissect processor
distance-units,https://www.elastic.co/docs/reference/elasticsearch/rest-apis/api-conventions#distance-units,[use-doc-url],,About Elasticsearch API
docs-bulk,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-bulk,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-bulk,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/docs-bulk.html,About bulk index or delete
docs-delete-by-query,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-delete-by-query,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-delete-by-query,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/docs-delete-by-query.html,More about deleting documents
docs-delete-by-query-rethrottle,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-delete-by-query-rethrottle,,,About throttling a delete by
docs-delete,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-delete,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-delete,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/docs-delete.html,More about deleting a document
